~~NOTOC~~
======Moves======
<WRAP leftalign>
<button type="success" size="lg">[[dex:pokedex|Return to the main Pokédex Navigation page]]</button>
</WRAP>
\\

Use the Search option in this section to browse within the table. You can also sort the table alphabetically by clicking on a column's title.

Click on a link to access the section of the corresponding move.

<datatables buttons='[]'>
<WRAP tablewidth 100%>
^ All Moves ^^
^ Name ^ Type ^ Category ^ Power ^ Acc ^ PP ^
| **[[movedex:1|Absorb]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 25 |
| **[[movedex:331|Heat Crash]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:332|Heat Wave]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 95 | 90 | 10 |
| **[[movedex:333|Heavy Slam]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:334|Helping Hand]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:335|Hex]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 100 | 10 |
| **[[movedex:336|Hidden Power]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 15 |
| **[[movedex:337|High Horsepower]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 95 | 95 | 10 |
| **[[movedex:338|High Jump Kick]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 130 | 90 | 10 |
| **[[movedex:339|Hold Back]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 40 |
| **[[movedex:340|Hold Hands]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:341|Hone Claws]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:342|Horn Attack]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 100 | 25 |
| **[[movedex:343|Horn Drill]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 30 | 5 |
| **[[movedex:344|Horn Leech]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:345|Howl]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:346|Hurricane]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 110 | 70 | 10 |
| **[[movedex:347|Hydro Cannon]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 90 | 5 |
| **[[movedex:348|Hydro Pump]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 110 | 80 | 5 |
| **[[movedex:349|Hydro Steam]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:350|Hyper Beam]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 90 | 5 |
| **[[movedex:351|Hyper Drill]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:352|Hyper Fang]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 90 | 15 |
| **[[movedex:353|Hyper Voice]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:354|Hyperspace Fury]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | — | 5 |
| **[[movedex:355|Hyperspace Hole]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | — | 5 |
| **[[movedex:356|Hypnosis]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 60 | 20 |
| **[[movedex:357|Ice Ball]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 30 | 90 | 20 |
| **[[movedex:358|Ice Beam]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:359|Ice Burn]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 140 | 90 | 5 |
| **[[movedex:360|Ice Fang]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 95 | 15 |
| **[[movedex:361|Ice Hammer]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 90 | 10 |
| **[[movedex:362|Ice Punch]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 15 |
| **[[movedex:363|Ice Shard]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 30 |
| **[[movedex:364|Ice Spinner]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:365|Icicle Crash]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 85 | 90 | 10 |
| **[[movedex:366|Icicle Spear]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 25 | 100 | 30 |
| **[[movedex:367|Icy Wind]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 55 | 95 | 15 |
| **[[movedex:368|Imprison]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:369|Incinerate]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 15 |
| **[[movedex:370|Infernal Parade]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 15 |
| **[[movedex:371|Inferno]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 50 | 5 |
| **[[movedex:372|Infestation]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 20 |
| **[[movedex:373|Ingrain]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:374|Instruct]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:375|Ion Deluge]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 25 |
| **[[movedex:376|Iron Defense]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:377|Iron Head]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:378|Iron Tail]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 75 | 15 |
| **[[movedex:379|Ivy Cudgel]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 10 |
| **[[movedex:380|Jaw Lock]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:381|Jet Punch]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 15 |
| **[[movedex:382|Judgment]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 10 |
| **[[movedex:383|Jump Kick]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 95 | 10 |
| **[[movedex:384|Jungle Healing]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:385|Karate Chop]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 25 |
| **[[movedex:386|Kinesis]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 80 | 15 |
| **[[movedex:387|King’s Shield]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:388|Knock Off]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 100 | 20 |
| **[[movedex:389|Kowtow Cleave]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 85 | — | 10 |
| **[[movedex:390|Land’s Wrath]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:391|Laser Focus]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:392|Lash Out]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 5 |
| **[[movedex:393|Last Resort]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 140 | 100 | 5 |
| **[[movedex:394|Last Respects]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 10 |
| **[[movedex:395|Lava Plume]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:396|Leaf Blade]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:397|Leaf Storm]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 130 | 90 | 5 |
| **[[movedex:398|Leaf Tornado]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 90 | 10 |
| **[[movedex:399|Leafage]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 40 |
| **[[movedex:400|Leech Life]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:401|Leech Seed]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 90 | 10 |
| **[[movedex:402|Leer]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 30 |
| **[[movedex:403|Lick]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 30 | 100 | 30 |
| **[[movedex:404|Life Dew]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:405|Light of Ruin]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 140 | 90 | 5 |
| **[[movedex:406|Light Screen]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:407|Light That Burns the Sky]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 200 | — | — |
| **[[movedex:408|Liquidation]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 85 | 100 | 10 |
| **[[movedex:409|Lock-On]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:410|Lovely Kiss]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 75 | 10 |
| **[[movedex:411|Low Kick]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:412|Low Sweep]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 100 | 20 |
| **[[movedex:413|Lucky Chant]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:414|Lumina Crash]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:415|Lunar Blessing]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:416|Lunar Dance]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:417|Lunge]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:418|Luster Purge]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 95 | 100 | 5 |
| **[[movedex:419|Mach Punch]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 30 |
| **[[movedex:420|Magic Coat]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:421|Magic Powder]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:422|Magic Room]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:423|Magical Leaf]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | — | 20 |
| **[[movedex:424|Magical Torque]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 10 |
| **[[movedex:425|Magma Storm]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 75 | 5 |
| **[[movedex:426|Magnet Bomb]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | — | 20 |
| **[[movedex:427|Magnet Rise]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:428|Magnetic Flux]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:429|Magnitude]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 30 |
| **[[movedex:430|Make It Rain]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:431|Malignant Chain]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:432|Mat Block]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:433|Matcha Gotcha]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 90 | 15 |
| **[[movedex:434|Max Guard]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:435|Me First]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:436|Mean Look]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:437|Meditate]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:438|Mega Drain]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 15 |
| **[[movedex:439|Mega Kick]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 75 | 5 |
| **[[movedex:440|Mega Punch]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 85 | 20 |
| **[[movedex:441|Megahorn]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 85 | 10 |
| **[[movedex:442|Memento]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:443|Metal Burst]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:444|Metal Claw]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 95 | 35 |
| **[[movedex:445|Metal Sound]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 85 | 40 |
| **[[movedex:446|Meteor Assault]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 150 | 100 | 5 |
| **[[movedex:447|Meteor Beam]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 90 | 10 |
| **[[movedex:448|Meteor Mash]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 90 | 10 |
| **[[movedex:449|Metronome]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:450|Mighty Cleave]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 95 | 100 | 5 |
| **[[movedex:451|Milk Drink]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:452|Mimic]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:453|Mind Blown]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 100 | 5 |
| **[[movedex:454|Mind Reader]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:455|Minimize]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:456|Miracle Eye]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:457|Mirror Coat]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:458|Mirror Move]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:459|Mirror Shot]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 85 | 10 |
| **[[movedex:460|Mist]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:461|Mist Ball]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 95 | 100 | 5 |
| **[[movedex:462|Misty Explosion]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:463|Misty Terrain]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:464|Moonblast]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 95 | 100 | 15 |
| **[[movedex:465|Moongeist Beam]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:466|Moonlight]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:467|Morning Sun]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:468|Mortal Spin]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 30 | 100 | 15 |
| **[[movedex:469|Mountain Gale]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 85 | 10 |
| **[[movedex:470|Mud Bomb]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 85 | 10 |
| **[[movedex:471|Mud Shot]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 55 | 95 | 15 |
| **[[movedex:472|Mud Sport]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:473|Mud-Slap]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 10 |
| **[[movedex:474|Muddy Water]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 85 | 10 |
| **[[movedex:475|Multi-Attack]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:476|Mystical Fire]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:477|Mystical Power]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 70 | 90 | 10 |
| **[[movedex:478|Nasty Plot]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:479|Natural Gift]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:480|Nature Power]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:481|Nature’s Madness]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 90 | 10 |
| **[[movedex:482|Needle Arm]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 15 |
| **[[movedex:483|Night Daze]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 85 | 95 | 10 |
| **[[movedex:484|Night Shade]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:485|Night Slash]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 15 |
| **[[movedex:486|Nightmare]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:487|No Retreat]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:488|Noble Roar]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 30 |
| **[[movedex:489|Noxious Torque]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 10 |
| **[[movedex:490|Nuzzle]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 20 | 100 | 20 |
| **[[movedex:491|Oblivion Wing]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:492|Obstruct]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:493|Octazooka]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 85 | 10 |
| **[[movedex:494|Octolock]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:495|Odor Sleuth]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:496|Ominous Wind]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 5 |
